,City,date,temperature
5593,Canoas,1982-06-18,13.5
5594,Canoas,1969-11-29,15.5
5595,Canoas,1972-07-24,16.0
5596,Canoas,1989-11-02,21.2
5597,Canoas,1969-01-26,23.1
5598,Canoas,1971-02-22,23.5
5599,Canoas,1973-09-18,23.2
5600,Canoas,1986-03-21,21.9
5601,Canoas,1987-05-29,16.8
5602,Canoas,1971-05-05,11.7
5603,Canoas,1985-08-07,12.2
5604,Canoas,1983-07-17,11.4
5605,Canoas,1978-08-28,13.7
5606,Canoas,1987-06-05,16.0
5607,Canoas,1983-04-03,18.4
5608,Canoas,1983-09-02,20.1
5609,Canoas,1989-10-05,21.8
5610,Canoas,1979-05-17,24.7
5611,Canoas,1976-04-16,22.3
5612,Canoas,1976-03-11,22.4
5613,Canoas,1975-04-17,17.9
5614,Canoas,1962-01-09,18.1
5615,Canoas,1969-08-01,13.2
5616,Canoas,1969-03-01,12.2
5617,Canoas,1971-09-12,13.5
5618,Canoas,1984-01-30,14.2
5619,Canoas,1979-06-09,18.9
5620,Canoas,1969-01-08,20.4
5621,Canoas,1972-08-02,23.4
5622,Canoas,1969-05-18,24.6
5623,Canoas,1961-08-25,23.8
5624,Canoas,1975-08-15,21.6
5625,Canoas,1980-03-18,18.5
5626,Canoas,1972-04-28,15.4
5627,Canoas,1970-10-07,14.5
5628,Canoas,1986-05-11,16.2
5629,Canoas,1965-12-30,13.7
5630,Canoas,1967-07-28,15.8
5631,Canoas,1974-04-04,17.7
5632,Canoas,1987-06-14,20.9
5633,Canoas,1971-01-25,22.5
5634,Canoas,1984-04-16,23.4
5635,Canoas,1972-09-04,24.0
5636,Canoas,1978-04-12,22.3
5637,Canoas,1986-06-24,19.8
5638,Canoas,1964-01-12,14.9
5639,Canoas,1985-07-14,12.5
5640,Canoas,1989-02-19,15.2
5641,Canoas,1989-02-15,13.8
5642,Canoas,1967-11-10,16.0
5643,Canoas,1968-11-19,19.0
5644,Canoas,1984-05-28,20.5
5645,Canoas,1970-10-26,22.1
5646,Canoas,1989-03-14,24.0
5647,Canoas,1982-10-13,23.2
5648,Canoas,1975-02-08,22.1
5649,Canoas,1986-03-06,17.9
5650,Canoas,1982-12-20,13.4
5651,Canoas,1971-12-01,13.3
5652,Canoas,1978-08-13,13.7
5653,Canoas,1986-11-28,14.1
5654,Canoas,1971-04-25,15.6
5655,Canoas,1984-08-08,19.5
5656,Canoas,1967-03-25,20.6
5657,Canoas,1960-10-26,22.7
5658,Canoas,1977-12-06,24.3
5659,Canoas,1981-07-31,23.9
5660,Canoas,1960-10-29,21.4
5661,Canoas,1968-02-09,18.1
5662,Canoas,1977-07-17,16.3
5663,Canoas,1963-01-27,14.0
5664,Canoas,1984-03-16,13.7
5665,Canoas,1966-07-11,16.4
5666,Canoas,1975-08-03,16.5
5667,Canoas,1975-03-19,20.0
5668,Canoas,1990-09-16,21.7
5669,Canoas,1973-12-01,23.1
5670,Canoas,1969-02-14,23.0
5671,Canoas,1988-08-08,22.3
5672,Canoas,1963-09-28,22.6
5673,Canoas,1976-01-26,18.0
5674,Canoas,1978-06-02,13.8
5675,Canoas,1966-05-02,12.7
5676,Canoas,1983-11-22,11.0
5677,Canoas,1977-04-25,13.4
5678,Canoas,1968-05-19,16.0
5679,Canoas,1976-09-29,16.8
5680,Canoas,1988-04-11,21.4
5681,Canoas,1983-02-04,23.3
5682,Canoas,1977-04-13,24.0
5683,Canoas,1972-03-27,24.0
5684,Canoas,1964-12-31,23.1
5685,Canoas,1967-08-18,19.1
5686,Canoas,1988-06-09,15.8
5688,Canoas,1974-02-27,14.4
5689,Canoas,1978-05-17,14.2
5690,Canoas,1983-01-05,17.1
5691,Canoas,1966-11-28,18.1
5692,Canoas,1988-12-03,20.0
5693,Canoas,1973-11-11,22.0
5694,Canoas,1985-02-23,23.7
5695,Canoas,1987-06-07,23.2
5696,Canoas,1985-01-11,21.8
5697,Canoas,1978-03-23,18.8
5698,Canoas,1975-08-01,15.9
5699,Canoas,1981-08-04,11.3
5700,Canoas,1988-08-25,11.2
5701,Canoas,1989-02-22,14.0
5702,Canoas,1988-02-20,15.7
5703,Canoas,1974-03-12,16.9
5704,Canoas,1986-12-16,19.4
5705,Canoas,1967-01-30,21.6
5706,Canoas,1976-12-17,23.8
5707,Canoas,1978-10-31,24.6
5708,Canoas,1981-07-11,20.3
5709,Canoas,1966-04-19,18.4
5710,Canoas,1963-09-13,14.7
5711,Canoas,1964-02-10,15.5
5712,Canoas,1960-03-04,13.2
5713,Canoas,1987-04-18,14.1
5714,Canoas,1975-12-28,15.6
5715,Canoas,1985-10-30,18.5
5716,Canoas,1965-04-11,20.7
5717,Canoas,1960-01-03,22.5
5718,Canoas,1981-12-23,23.7
5719,Canoas,1964-07-03,22.8
5720,Canoas,1983-12-29,21.9
5721,Canoas,1962-11-24,19.3
5722,Canoas,1987-05-07,16.0
5723,Canoas,1974-03-20,14.4
5724,Canoas,1966-05-29,14.0
5725,Canoas,1962-11-18,12.5
5726,Canoas,1976-11-28,14.5
5727,Canoas,1987-06-09,17.4
5728,Canoas,1986-06-16,20.9
5729,Canoas,1966-12-24,22.2
5730,Canoas,1980-12-13,23.2
5731,Canoas,1966-07-10,23.2
5732,Canoas,1975-10-16,20.9
5733,Canoas,1971-12-12,18.7
5734,Canoas,1973-12-01,17.9
5735,Canoas,1963-10-16,11.7
5736,Canoas,1976-12-29,13.8
5737,Canoas,1979-11-23,15.5
5738,Canoas,1972-08-30,16.8
5739,Canoas,1971-06-02,20.0
5740,Canoas,1961-11-01,20.8
5741,Canoas,1980-08-09,23.4
5742,Canoas,1989-07-09,23.9
5743,Canoas,1980-09-19,23.7
5744,Canoas,1973-05-31,22.4
5745,Canoas,1981-08-05,15.9
5746,Canoas,1980-08-10,13.1
5747,Canoas,1979-02-19,13.3
5748,Canoas,1962-03-30,14.1
5749,Canoas,1962-02-14,15.0
5750,Canoas,1965-01-26,15.4
5751,Canoas,1977-11-24,18.4
5752,Canoas,1966-10-11,22.8
5753,Canoas,1961-10-26,23.1
5754,Canoas,1986-01-05,23.1
5755,Canoas,1967-01-06,23.9
5756,Canoas,1983-02-28,21.9
5757,Canoas,1981-02-17,19.0
5758,Canoas,1990-11-07,16.4
5759,Canoas,1974-12-02,13.9
5760,Canoas,1989-11-24,13.6
5761,Canoas,1969-05-15,13.1
5762,Canoas,1971-11-14,16.2
5763,Canoas,1988-04-22,16.9
5764,Canoas,1986-09-03,20.6
5765,Canoas,1987-08-11,22.5
5766,Canoas,1964-12-15,23.9
5767,Canoas,1980-01-30,24.4
5768,Canoas,1965-03-05,22.9
5769,Canoas,1967-06-21,20.2
5770,Canoas,1983-06-23,16.5
5771,Canoas,1976-05-19,13.8
5772,Canoas,1962-01-26,13.4
5773,Canoas,1965-06-02,14.2
5774,Canoas,1984-05-15,16.2
5775,Canoas,1965-06-27,17.4
5776,Canoas,1963-01-02,18.8
5777,Canoas,1965-12-28,22.7
5778,Canoas,1984-05-15,24.0
5779,Canoas,1970-04-23,23.6
5780,Canoas,1965-07-30,21.6
5781,Canoas,1983-09-22,16.9
5782,Canoas,1980-10-21,13.7
5783,Canoas,1972-11-02,11.0
5784,Canoas,1983-10-07,13.4
5785,Canoas,1980-11-21,14.3
5786,Canoas,1979-04-13,17.8
5787,Canoas,1970-07-31,18.0
5788,Canoas,1988-12-06,20.7
5789,Canoas,1979-11-23,23.3
5790,Canoas,1981-01-07,23.4
5791,Canoas,1962-11-02,22.7
5792,Canoas,1977-08-20,21.8
5793,Canoas,1968-03-27,17.7
5794,Canoas,1968-07-13,17.6
5795,Canoas,1987-12-20,16.2
5796,Canoas,1965-05-03,13.0
5797,Canoas,1989-05-10,13.9
5798,Canoas,1969-04-01,16.5
5799,Canoas,1979-11-08,17.0
5800,Canoas,1988-05-07,19.7
5801,Canoas,1989-08-11,22.6
5802,Canoas,1970-10-03,24.1
5803,Canoas,1968-07-21,23.9
5804,Canoas,1989-04-02,22.2
5805,Canoas,1960-09-14,20.2
5806,Canoas,1974-02-05,16.1
5807,Canoas,1964-12-14,14.3
5808,Canoas,1981-04-19,13.2
5809,Canoas,1965-10-19,12.4
5810,Canoas,1985-07-26,15.0
5811,Canoas,1990-08-20,18.1
5812,Canoas,1977-07-30,19.8
5813,Canoas,1989-11-30,22.7
5814,Canoas,1980-11-04,24.3
5815,Canoas,1988-07-03,23.3
5816,Canoas,1965-02-08,22.2
5817,Canoas,1979-11-27,19.0
5818,Canoas,1973-04-05,16.7
5819,Canoas,1990-07-04,11.7
5820,Canoas,1986-10-11,14.8
5821,Canoas,1962-09-18,13.9
5822,Canoas,1968-10-30,15.5
5823,Canoas,1990-09-07,17.4
5824,Canoas,1972-10-27,19.9
5825,Canoas,1983-07-01,21.4
5826,Canoas,1977-07-06,23.0
5827,Canoas,1980-09-12,23.4
5828,Canoas,1970-11-26,22.1
5829,Canoas,1978-06-02,18.6
5830,Canoas,1983-10-19,15.9
5831,Canoas,1960-11-12,13.9
5832,Canoas,1969-11-23,12.3
5833,Canoas,1963-04-06,14.8
5834,Canoas,1965-09-21,16.3
5835,Canoas,1980-05-22,17.5
5836,Canoas,1971-08-15,20.2
5837,Canoas,1985-08-19,22.8
5838,Canoas,1964-02-26,23.9
5839,Canoas,1976-08-24,22.9
5840,Canoas,1979-01-24,20.8
5841,Canoas,1963-10-15,17.6
5842,Canoas,1984-09-16,15.5
5843,Canoas,1984-10-14,12.3
5844,Canoas,1971-09-29,12.8
5845,Canoas,1979-05-04,13.5
5846,Canoas,1963-04-16,15.3
5847,Canoas,1963-03-10,17.6
5848,Canoas,1972-05-09,20.0
5849,Canoas,1986-09-17,22.6
5850,Canoas,1975-03-07,24.1
5851,Canoas,1977-12-10,25.0
5852,Canoas,1986-06-09,22.8
5853,Canoas,1966-09-06,18.6
5854,Canoas,1988-12-06,15.4
5855,Canoas,1988-08-14,14.2
5856,Canoas,1967-10-30,16.2
5857,Canoas,1978-05-12,14.1
5858,Canoas,1974-02-25,18.2
5859,Canoas,1964-11-17,20.2
5860,Canoas,1976-02-25,21.2
5861,Canoas,1977-08-21,23.0
5862,Canoas,1987-08-20,24.0
5863,Canoas,1975-09-14,23.5
5864,Canoas,1985-02-04,22.8
5865,Canoas,1967-02-27,17.4
5866,Canoas,1974-03-27,14.0
5867,Canoas,1975-02-11,13.0
5868,Canoas,1971-10-02,14.7
5869,Canoas,1978-04-28,14.4
5870,Canoas,1989-06-02,16.8
5871,Canoas,1968-02-06,19.4
5872,Canoas,1980-03-24,20.5
5873,Canoas,1963-04-28,23.1
5874,Canoas,1964-05-06,23.0
5875,Canoas,1986-06-09,23.8
5876,Canoas,1979-05-05,21.1
5877,Canoas,1982-07-11,17.8
5878,Canoas,1977-06-20,14.0
5879,Canoas,1970-08-09,11.9
5880,Canoas,1960-06-29,13.1
5881,Canoas,1963-11-13,15.4
5882,Canoas,1977-08-07,15.1
5883,Canoas,1962-08-16,18.6
5884,Canoas,1970-12-19,19.9
5885,Canoas,1982-01-18,22.5
5886,Canoas,1977-07-24,23.2
5887,Canoas,1983-10-14,23.8
5888,Canoas,1980-08-13,24.5
5889,Canoas,1984-07-04,21.0
5890,Canoas,1963-12-02,17.6
5891,Canoas,1975-11-14,12.9
5892,Canoas,1970-02-22,12.2
5893,Canoas,1973-11-10,14.2
5894,Canoas,1975-01-28,14.0
5895,Canoas,1967-06-06,18.1
5896,Canoas,1973-04-12,20.3
5897,Canoas,1971-12-19,22.9
5898,Canoas,1962-10-28,23.7
5899,Canoas,1970-12-04,24.5
5900,Canoas,1985-02-13,21.7
5901,Canoas,1989-12-16,19.1
5902,Canoas,1980-09-26,19.1
5903,Canoas,1988-10-17,12.3
5904,Canoas,1964-04-16,13.3
5905,Canoas,1961-08-01,15.5
5906,Canoas,1979-11-27,15.8
5907,Canoas,1981-10-26,18.0
5908,Canoas,1985-10-12,21.3
5909,Canoas,1972-11-20,22.0
5910,Canoas,1980-09-01,23.2
5911,Canoas,1983-02-23,23.6
5912,Canoas,1971-03-30,22.7
5913,Canoas,1982-02-05,19.8
5914,Canoas,1961-03-20,16.5
5915,Canoas,1973-03-08,14.4
5916,Canoas,1984-11-28,14.0
5917,Canoas,1971-07-24,15.9
5918,Canoas,1972-02-19,17.7
5919,Canoas,1962-09-25,17.8
5920,Canoas,1967-12-20,19.8
5921,Canoas,1963-12-16,22.5
5922,Canoas,1961-12-22,24.5
5923,Canoas,1988-06-20,23.4
5924,Canoas,1990-05-25,21.2
5925,Canoas,1970-10-27,19.1
5926,Canoas,1990-12-04,16.5
5927,Canoas,1971-08-25,11.8
5928,Canoas,1972-02-04,12.3
5929,Canoas,1987-07-22,14.3
5930,Canoas,1986-04-07,14.1
5931,Canoas,1983-07-21,18.7
5932,Canoas,1971-12-31,21.4
5933,Canoas,1974-12-27,23.9
5934,Canoas,1986-10-27,25.1
5935,Canoas,1969-11-16,25.9
5936,Canoas,1979-05-07,22.7
5937,Canoas,1979-06-19,18.4
5938,Canoas,1967-02-02,16.7
5939,Canoas,1980-04-08,13.1
5940,Canoas,1982-01-06,13.3
5941,Canoas,1978-11-23,12.1
5942,Canoas,1980-05-22,15.5
5943,Canoas,1964-04-06,19.5
5944,Canoas,1971-02-18,20.4
5945,Canoas,1975-12-22,21.2
5946,Canoas,1990-11-08,23.6
5947,Canoas,1969-03-24,24.1
5948,Canoas,1970-04-11,22.6
5949,Canoas,1961-02-12,19.5
5950,Canoas,1972-07-21,15.4
5951,Canoas,1986-03-24,13.8
5952,Canoas,1978-05-09,13.7
5953,Canoas,1989-10-02,14.9
5954,Canoas,1971-11-28,16.8
5955,Canoas,1967-04-20,19.4
5956,Canoas,1988-02-06,23.0
5957,Canoas,1961-09-01,23.9
5958,Canoas,1965-08-16,25.5
5959,Canoas,1977-09-14,23.9
5960,Canoas,1970-10-11,21.9
5961,Canoas,1985-07-25,20.1
5962,Canoas,1981-06-08,16.3
5963,Canoas,1987-02-22,15.5
5964,Canoas,1977-12-11,13.7
5965,Canoas,1968-03-19,15.1
5966,Canoas,1973-08-22,16.6
5967,Canoas,1981-10-05,18.2
5968,Canoas,1978-12-19,21.2
5969,Canoas,1963-08-26,23.0
5970,Canoas,1988-08-14,23.8
5971,Canoas,1961-09-10,24.2
5972,Canoas,1972-06-15,22.9
5973,Canoas,1960-04-05,19.7
5974,Canoas,1986-10-14,13.7
5975,Canoas,1981-08-16,12.2
5976,Canoas,1968-09-29,15.5
5977,Canoas,1969-07-29,13.3
5978,Canoas,1984-08-24,14.7
5979,Canoas,1974-11-20,18.0
5980,Canoas,1969-05-31,21.0
5981,Canoas,1983-02-08,22.6
5982,Canoas,1964-02-29,24.2
5983,Canoas,1965-03-14,22.9
5984,Canoas,1984-11-20,24.3
5985,Canoas,1978-11-06,18.0
5986,Canoas,1968-02-14,13.1
5987,Canoas,1988-05-09,11.1
5988,Canoas,1975-06-16,11.9
5989,Canoas,1974-07-08,14.8
5990,Canoas,1979-09-11,15.3
5991,Canoas,1964-01-14,17.6
5992,Canoas,1962-07-03,20.6
5993,Canoas,1961-08-14,23.1
5994,Canoas,1961-03-24,23.9
5995,Canoas,1988-09-11,24.3
5996,Canoas,1990-08-08,22.6
5997,Canoas,1988-01-03,19.6
5998,Canoas,1973-06-09,15.5
5999,Canoas,1964-06-13,13.5
6000,Canoas,1981-11-27,11.5
6002,Canoas,1989-01-20,15.1
6003,Canoas,1983-01-07,17.5
6005,Canoas,1989-09-29,23.9
6006,Canoas,1976-11-03,24.3
6007,Canoas,1967-11-14,23.4
6008,Canoas,1964-08-20,22.0
6009,Canoas,1963-04-24,20.1
6011,Canoas,1969-10-23,11.7
6012,Canoas,1973-05-27,11.4
6013,Canoas,1986-03-05,14.9
6014,Canoas,1981-04-01,14.8
6015,Canoas,1963-04-22,20.2
6016,Canoas,1961-03-17,22.4
6017,Canoas,1964-08-22,22.0
6018,Canoas,1964-01-07,23.1
6019,Canoas,1988-01-06,23.1
6020,Canoas,1977-05-20,23.0
6021,Canoas,1970-03-03,19.3
6022,Canoas,1972-12-06,17.7
6023,Canoas,1984-04-14,13.6
6024,Canoas,1986-10-20,12.5
6025,Canoas,1962-02-12,15.6
6026,Canoas,1977-04-25,17.2
6027,Canoas,1985-07-27,19.2
6028,Canoas,1984-01-13,20.9
6029,Canoas,1984-08-10,24.2
6030,Canoas,1983-01-10,24.2
6031,Canoas,1971-12-16,24.7
6032,Canoas,1965-11-13,23.1
6033,Canoas,1971-07-22,19.4
6034,Canoas,1967-11-18,15.7
6035,Canoas,1977-08-27,15.5
6036,Canoas,1972-05-07,11.0
6037,Canoas,1960-07-22,13.5
6038,Canoas,1972-04-19,15.9
6039,Canoas,1989-06-20,18.5
6040,Canoas,1989-08-10,20.2
6041,Canoas,1964-03-17,22.9
6043,Canoas,1979-05-17,22.8
6044,Canoas,1973-10-14,22.5
6045,Canoas,1983-05-15,20.6
6046,Canoas,1965-04-17,16.2
6047,Canoas,1967-05-29,13.1
6048,Canoas,1989-09-14,12.2
6049,Canoas,1982-03-08,13.6
6050,Canoas,1969-08-18,15.0
6051,Canoas,1960-05-14,19.5
6052,Canoas,1962-07-14,21.3
6053,Canoas,1990-03-15,22.9
6054,Canoas,1978-06-19,23.5
6055,Canoas,1971-05-09,23.2
6056,Canoas,1965-01-07,21.8
6057,Canoas,1982-10-30,18.6
6058,Canoas,1969-04-26,18.1
6059,Canoas,1987-03-27,13.7
6060,Canoas,1963-12-11,14.0
6061,Canoas,1969-04-23,14.3
6062,Canoas,1976-01-10,17.6
6063,Canoas,1983-09-08,19.1
6064,Canoas,1973-07-30,20.9
6065,Canoas,1969-03-16,24.9
6066,Canoas,1967-01-07,24.4
6067,Canoas,1982-03-25,23.0
6068,Canoas,1985-01-09,22.1
6069,Canoas,1970-08-12,19.1
6070,Canoas,1960-05-28,15.0
6071,Canoas,1968-01-31,13.4
6072,Canoas,1963-11-17,15.3
6073,Canoas,1990-07-02,14.9
6074,Canoas,1987-08-03,16.0
6075,Canoas,1973-07-08,17.5
6076,Canoas,1984-07-11,22.1
6077,Canoas,1974-06-17,23.8
6078,Canoas,1973-04-17,23.9
6079,Canoas,1984-11-02,23.6
6080,Canoas,1973-05-24,22.3
6081,Canoas,1971-06-19,20.1
6082,Canoas,1979-10-05,16.0
6083,Canoas,1986-08-16,11.4
6084,Canoas,1960-01-11,10.6
6085,Canoas,1962-04-13,15.3
6086,Canoas,1979-02-23,15.4
6087,Canoas,1973-07-28,19.2
6088,Canoas,1961-06-01,21.9
6089,Canoas,1987-11-13,23.8
6090,Canoas,1990-11-14,25.2
6091,Canoas,1973-03-24,23.6
6092,Canoas,1966-07-23,21.9
6093,Canoas,1990-12-10,19.1
6094,Canoas,1986-06-07,16.1
6095,Canoas,1966-09-03,13.5
6096,Canoas,1980-02-10,14.5
6097,Canoas,1972-12-16,15.9
6098,Canoas,1980-05-10,16.7
6099,Canoas,1967-01-27,18.4
6101,Canoas,1989-08-07,23.4
6102,Canoas,1962-02-12,23.3
6103,Canoas,1989-07-27,23.1
6104,Canoas,1964-04-14,21.5
6105,Canoas,1978-08-29,18.9
6106,Canoas,1986-01-18,15.6
6107,Canoas,1989-11-06,12.8
6108,Canoas,1986-10-11,14.5
6109,Canoas,1985-02-28,14.9
6110,Canoas,1978-08-27,15.6
6111,Canoas,1980-02-20,18.6
6112,Canoas,1983-12-15,20.9
6113,Canoas,1982-06-02,22.3
6114,Canoas,1985-10-28,23.7
6115,Canoas,1989-04-20,23.3
6116,Canoas,1973-11-28,24.2
6117,Canoas,1979-10-09,17.9
6118,Canoas,1984-11-03,14.8
6119,Canoas,1962-09-24,12.6
6120,Canoas,1970-04-06,13.0
6121,Canoas,1980-05-01,14.6
6122,Canoas,1983-12-21,16.4
6123,Canoas,1971-03-17,17.3
6124,Canoas,1967-07-27,20.1
6125,Canoas,1988-10-02,22.7
6126,Canoas,1981-04-05,24.2
6127,Canoas,1989-03-23,23.6
6128,Canoas,1960-09-17,21.8
6129,Canoas,1964-05-19,20.0
6130,Canoas,1961-07-10,15.5
6132,Canoas,1979-03-11,10.6
6133,Canoas,1973-12-07,13.6
6134,Canoas,1988-05-17,16.0
6135,Canoas,1988-01-19,19.0
6136,Canoas,1980-08-30,20.7
6137,Canoas,1978-11-02,23.3
6138,Canoas,1988-12-24,24.6
6139,Canoas,1963-08-20,25.2
6140,Canoas,1960-09-25,24.5
6141,Canoas,1970-05-11,20.3
6142,Canoas,1981-05-07,15.3
6143,Canoas,1986-02-20,14.8
6144,Canoas,1982-10-10,14.0
6145,Canoas,1990-12-24,17.7
6146,Canoas,1964-05-19,16.7
6147,Canoas,1990-03-01,20.0
6148,Canoas,1960-09-14,21.4
6149,Canoas,1971-09-24,22.4
6150,Canoas,1978-01-11,24.0
6151,Canoas,1981-06-14,23.1
6152,Canoas,1981-06-09,24.8
6153,Canoas,1976-11-29,20.0
6154,Canoas,1963-04-07,18.0
6155,Canoas,1987-12-05,13.9
6156,Canoas,1979-03-10,13.6
6157,Canoas,1972-09-06,16.0
6158,Canoas,1963-02-04,15.3
6159,Canoas,1968-11-24,20.4
6160,Canoas,1972-03-30,21.8
6161,Canoas,1971-11-10,23.2
6162,Canoas,1982-03-11,24.7
6163,Canoas,1961-04-08,24.8
6164,Canoas,1982-10-02,22.9
6165,Canoas,1969-12-11,19.0
6166,Canoas,1989-12-25,16.4
6167,Canoas,1984-12-06,15.5
6168,Canoas,1975-03-23,13.9
6169,Canoas,1988-05-24,13.4
6170,Canoas,1965-11-07,15.9
6171,Canoas,1978-07-17,19.4
6172,Canoas,1974-05-08,21.2
6173,Canoas,1970-09-08,21.7
6174,Canoas,1963-02-13,23.9
6175,Canoas,1966-08-16,22.9
6176,Canoas,1976-07-19,22.3
6177,Canoas,1974-08-09,21.0
6178,Canoas,1986-11-02,14.6
6179,Canoas,1985-05-01,14.6
6180,Canoas,1974-11-16,12.8
6181,Canoas,1982-11-19,14.6
6182,Canoas,1989-09-18,17.6
6183,Canoas,1966-08-28,17.9
6184,Canoas,1986-03-24,20.3
6185,Canoas,1986-09-02,22.6
6186,Canoas,1974-02-01,24.8
6187,Canoas,1978-12-07,24.0
6188,Canoas,1974-05-12,22.9
6189,Canoas,1971-04-02,19.3
6190,Canoas,1982-09-14,17.2
6191,Canoas,1976-02-06,17.0
6192,Canoas,1961-10-13,13.9
6193,Canoas,1978-02-15,16.0
6194,Canoas,1983-04-16,14.8
6195,Canoas,1985-07-30,18.4
6196,Canoas,1963-08-04,22.0
6197,Canoas,1967-03-30,22.7
6198,Canoas,1986-07-11,25.0
6199,Canoas,1976-10-19,24.0
6200,Canoas,1984-07-03,23.3
6201,Canoas,1980-05-17,19.3
6202,Canoas,1970-12-09,14.5
6203,Canoas,1969-05-21,14.8
6204,Canoas,1977-06-02,16.1
6205,Canoas,1972-05-22,14.4
6206,Canoas,1989-07-07,15.5
6207,Canoas,1972-10-12,19.9
6208,Canoas,1990-05-19,20.9
6209,Canoas,1981-02-24,24.5
6210,Canoas,1972-01-13,24.4
6211,Canoas,1974-12-15,24.3
6212,Canoas,1986-06-15,24.1
6213,Canoas,1966-10-26,20.6
6214,Canoas,1963-05-15,14.2
6215,Canoas,1985-07-07,13.6
6216,Canoas,1983-11-12,11.2
6217,Canoas,1966-06-20,13.5
6218,Canoas,1973-12-22,18.4
6219,Canoas,1990-10-28,20.0
6220,Canoas,1981-11-05,20.4
6221,Canoas,1971-07-31,23.8
6222,Canoas,1966-04-22,24.1
6223,Canoas,1971-05-11,23.7
6224,Canoas,1964-10-10,23.0
6225,Canoas,1973-04-10,18.8
6226,Canoas,1977-12-03,15.8
6227,Canoas,1969-07-02,12.0
6228,Canoas,1964-12-04,15.4
6229,Canoas,1976-05-20,14.7
6230,Canoas,1973-09-10,15.2
6231,Canoas,1965-04-03,18.5
6232,Canoas,1962-08-12,21.6
6233,Canoas,1986-06-26,22.7
6234,Canoas,1962-09-02,22.9
6235,Canoas,1975-12-09,23.8
6236,Canoas,1990-05-06,22.9
6237,Canoas,1983-06-23,20.0
6238,Canoas,1974-09-22,16.8
6239,Canoas,1973-09-20,12.1
6240,Canoas,1969-08-10,11.2
6241,Canoas,1962-09-13,15.8
6242,Canoas,1971-05-14,16.0
6243,Canoas,1976-12-08,18.3
6244,Canoas,1966-07-20,22.9
6245,Canoas,1966-10-24,23.4
6246,Canoas,1981-07-21,24.4
6247,Canoas,1966-08-28,25.5
6248,Canoas,1961-10-31,23.0
6249,Canoas,1972-06-18,19.1
6250,Canoas,1962-02-14,15.9
6251,Canoas,1964-09-22,14.2
6252,Canoas,1979-04-12,13.4
6253,Canoas,1976-09-21,14.0
6254,Canoas,1981-11-11,16.6
6255,Canoas,1976-01-05,17.8
6256,Canoas,1961-07-29,20.8
6257,Canoas,1970-05-28,23.4
6258,Canoas,1963-08-24,25.5
6259,Canoas,1989-12-27,24.3
6260,Canoas,1988-05-01,22.5
6261,Canoas,1963-05-12,19.8
6262,Canoas,1986-09-28,15.6
6263,Canoas,1963-05-09,12.9
6264,Canoas,1974-05-17,12.6
6265,Canoas,1988-11-19,13.9
6266,Canoas,1988-01-30,16.1
6267,Canoas,1967-12-13,19.0
6268,Canoas,1970-06-20,21.3
6269,Canoas,1974-04-11,22.4
6270,Canoas,1982-12-28,24.1
6271,Canoas,1983-12-20,25.6
6272,Canoas,1987-01-31,22.8
6273,Canoas,1971-03-27,18.8
6274,Canoas,1986-03-05,17.2
6275,Canoas,1970-06-06,13.1
6276,Canoas,1970-06-04,12.2
6277,Canoas,1983-03-14,17.5
6278,Canoas,1969-07-05,17.6
6279,Canoas,1966-01-23,20.2
6280,Canoas,1980-01-27,22.7
6281,Canoas,1970-08-19,24.9
6282,Canoas,1976-04-17,23.4
6283,Canoas,1985-10-28,23.8
6284,Canoas,1960-06-13,21.1
6285,Canoas,1976-08-10,19.2
6286,Canoas,1981-01-26,15.6
6287,Canoas,1967-01-10,13.8
6288,Canoas,1974-06-14,12.8
6289,Canoas,1969-08-22,13.1
6290,Canoas,1968-07-31,-2.8
6291,Cape Town,1964-04-03,18.5
6292,Cape Town,1987-06-09,19.8
6293,Cape Town,1961-05-25,18.0
6294,Cape Town,1967-05-22,14.8
6295,Cape Town,1984-06-11,13.7
6296,Cape Town,1975-07-02,11.2
6297,Cape Town,1986-10-04,11.2
6298,Cape Town,1974-04-18,12.6
6299,Cape Town,1960-12-24,13.6
6300,Cape Town,1960-08-10,14.6
6301,Cape Town,1963-01-29,17.3
6302,Cape Town,1978-01-15,17.9
6303,Cape Town,1976-01-22,18.8
6304,Cape Town,1982-02-06,18.9
6305,Cape Town,1971-04-03,18.0
6306,Cape Town,1967-10-26,17.3
6307,Cape Town,1966-07-28,13.8
6308,Cape Town,1968-01-05,12.7
6309,Cape Town,1980-09-14,10.1
6310,Cape Town,1980-10-19,12.0
6311,Cape Town,1982-04-20,13.4
6312,Cape Town,1982-08-01,15.1
6313,Cape Town,1972-03-05,17.6
6314,Cape Town,1962-09-25,18.2
6315,Cape Town,1967-09-03,19.1
6316,Cape Town,1984-02-01,18.6
6317,Cape Town,1988-02-15,18.8
6318,Cape Town,1963-12-31,16.2
6319,Cape Town,1984-05-05,14.6
6320,Cape Town,1961-05-27,12.4
6321,Cape Town,1965-03-02,11.1
6322,Cape Town,1977-12-30,11.7
6323,Cape Town,1977-06-30,13.7
6324,Cape Town,1960-09-26,14.9
6325,Cape Town,1965-10-01,16.4
6326,Cape Town,1977-03-27,18.0
6327,Cape Town,1966-08-02,19.4
6328,Cape Town,1976-03-13,19.4
6329,Cape Town,1987-10-07,17.7
6330,Cape Town,1962-05-28,16.3
6331,Cape Town,1987-03-06,13.7
6332,Cape Town,1980-01-25,11.8
6333,Cape Town,1982-07-27,11.1
