,cmd_city,cmd_month,cmd_day,cmd_mean,cmd_max,cmd_min,mean,max,min,diff_mean,diff_max,diff_min
583,Paris,8,12,7.539999999999999,8.2,-2.8,10.346181818181812,9.9,-0.9,-2.8061818181818126,-1.700000000000001,-1.9
584,Paris,11,27,11.68888888888889,9.5,10.3,10.086142322097373,9.8,-0.1,1.6027465667915166,-0.3000000000000007,10.4
585,Stockholm,1,26,9.68,8.0,10.7,6.1270992366412225,9.9,-0.0,3.5529007633587772,-1.9000000000000004,10.7
586,Stockholm,8,20,8.433333333333334,9.9,-1.3,5.623161764705884,9.9,-0.0,2.8101715686274495,0.0,-1.3
587,Tokyo,1,17,19.237499999999997,26.7,18.3,13.663742690058477,9.9,-0.3,5.57375730994152,16.799999999999997,18.6
588,Tokyo,1,28,12.985714285714286,9.2,-0.3,13.663742690058477,9.9,-0.3,-0.6780284043441913,-0.7000000000000011,0.0
589,Tokyo,10,14,10.0,7.6,13.2,12.615527950310554,9.6,-0.0,-2.615527950310554,-2.0,13.2
590,Tokyo,12,3,16.028571428571432,3.4,11.0,12.445664739884393,9.9,-0.2,3.5829066886870393,-6.5,11.2
591,Uppsala,3,14,1.5999999999999999,9.9,-0.5,3.441911764705881,9.9,-0.1,-1.8419117647058811,0.0,-0.4
592,Uppsala,7,31,2.9111111111111105,7.4,-2.8,4.692805755395685,9.9,-0.1,-1.781694644284574,-2.5,-2.6999999999999997
593,Uppsala,8,17,2.3833333333333333,9.9,-2.8,3.915073529411765,9.9,-0.0,-1.5317401960784318,0.0,-2.8
594,Warsaw,2,25,10.3,5.0,-7.4,7.466798418972326,9.6,-0.3,2.8332015810276747,-4.6,-7.1000000000000005
595,Warsaw,3,8,8.72857142857143,8.5,1.9,6.977205882352944,9.9,-0.0,1.7513655462184854,-1.4000000000000004,1.9
596,Wroclaw,2,8,5.2,7.8,-5.6,7.979032258064512,9.8,-0.1,-2.779032258064512,-2.000000000000001,-5.5
597,Brasília,6,24,18.625,23.1,-2.8,20.259428571428572,24.8,-2.8,-1.6344285714285718,-1.6999999999999993,0.0
598,Hamilton,8,4,15.100000000000001,17.5,13.2,13.578666666666669,9.9,10.0,1.5213333333333328,7.6,3.1999999999999993
599,Hamilton,12,10,13.899999999999997,9.1,13.1,14.20736842105263,9.9,10.0,-0.30736842105263307,-0.8000000000000007,3.0999999999999996
600,Johannesburg,9,3,12.925,9.0,10.6,15.412413793103436,9.4,10.4,-2.4874137931034355,-0.40000000000000036,0.1999999999999993
601,Johannesburg,11,15,13.7,17.4,10.0,14.938181818181823,9.7,10.0,-1.2381818181818236,7.699999999999999,0.0
602,Kherson,10,3,3.5125,3.3,-1.4,8.739837398373986,9.9,-0.1,-5.227337398373986,-6.6000000000000005,-1.2999999999999998
603,Kiev,1,7,11.488888888888889,3.1,-6.5,7.2031914893617,9.8,-0.4,4.285697399527189,-6.700000000000001,-6.1
604,Kiev,12,21,5.409090909090909,7.8,-1.2,5.73851851851852,9.9,-0.1,-0.3294276094276105,-2.1000000000000005,-1.0999999999999999
605,Lvov,2,10,10.342857142857143,7.3,-2.4,6.717307692307695,9.9,-0.3,3.6255494505494488,-2.6000000000000005,-2.1
606,Lvov,5,22,2.972727272727273,5.7,-0.0,6.8081481481481445,9.8,-0.0,-3.8354208754208714,-4.1000000000000005,0.0
607,Marseille,9,26,13.833333333333334,20.6,10.9,14.60428015564203,9.9,-2.8,-0.7709468223086962,10.700000000000001,13.7
608,Marseille,11,13,13.853333333333332,8.5,10.2,14.817695473251026,9.9,-2.8,-0.9643621399176947,-1.4000000000000004,13.0
609,Odesa,6,22,10.2,3.6,-2.8,10.268551236749119,9.8,-0.2,-0.06855123674911923,-6.200000000000001,-2.5999999999999996
610,Paris,8,15,6.4375,6.6,-1.5,10.346181818181812,9.9,-0.9,-3.9086818181818117,-3.3000000000000007,-0.6
611,Stockholm,4,4,7.300000000000001,5.8,-2.3,5.683265306122453,9.8,-0.0,1.6167346938775475,-4.000000000000001,-2.3
612,Stockholm,8,31,9.433333333333332,9.1,-1.0,5.623161764705884,9.9,-0.0,3.8101715686274478,-0.8000000000000007,-1.0
613,Tottori,6,25,14.857142857142858,6.6,13.3,14.448618784530378,9.7,1.9,0.40852407261247947,-3.0999999999999996,11.4
614,Tottori,9,21,11.725,7.3,14.0,14.647999999999998,9.9,1.4,-2.9229999999999983,-2.6000000000000005,12.6
615,Uppsala,1,20,2.4833333333333334,6.6,-4.0,3.3141843971631215,9.9,-0.0,-0.8308510638297881,-3.3000000000000007,-4.0
616,Uppsala,3,22,5.000000000000001,4.5,-0.1,3.441911764705881,9.9,-0.1,1.5580882352941199,-5.4,0.0
617,Warsaw,4,29,6.9125,7.8,-2.3,7.064478764478761,9.7,-0.0,-0.1519787644787618,-1.8999999999999995,-2.3
618,Warsaw,6,6,8.955555555555556,6.8,-2.8,6.590361445783134,9.7,-0.0,2.365194109772422,-2.8999999999999995,-2.8
619,Warsaw,9,28,10.450000000000001,15.8,0.6,7.808750000000005,9.8,-0.0,2.641249999999996,6.0,0.6
620,Auckland,2,25,14.925,18.6,11.3,14.974305555555556,20.4,10.9,-0.04930555555555571,-1.7999999999999972,0.40000000000000036
621,Auckland,12,24,10.040000000000001,14.4,-2.8,14.767630057803464,20.2,-2.8,-4.727630057803463,-5.799999999999999,0.0
622,Brasília,2,2,21.300000000000004,22.1,20.4,20.839634146341464,24.2,-2.8,0.46036585365854066,-2.099999999999998,23.2
623,Brasília,3,22,21.666666666666668,22.7,20.7,20.467816091954013,24.5,-2.8,1.1988505747126545,-1.8000000000000007,23.5
624,Brasília,3,29,21.375,23.0,18.9,20.467816091954013,24.5,-2.8,0.9071839080459867,-1.5,21.7
625,Canoas,11,30,18.84,23.0,14.4,17.389847715736042,25.9,-2.8,1.4501522842639574,-2.8999999999999986,17.2
626,Cape Town,3,24,15.229999999999999,19.1,10.4,16.016860465116263,22.1,10.4,-0.7868604651162645,-3.0,0.0
627,Hamilton,9,30,14.5375,9.6,11.2,14.212499999999999,9.9,10.0,0.32500000000000107,-0.3000000000000007,1.1999999999999993
628,Kherson,3,11,8.8,7.9,-0.9,9.311969111969105,9.8,-0.3,-0.5119691119691048,-1.9000000000000004,-0.6000000000000001
629,Kherson,4,8,7.783333333333332,7.7,-0.2,8.79283018867924,9.9,-0.0,-1.0094968553459074,-2.2,-0.2
630,Kherson,11,11,10.120000000000001,21.8,-0.6,9.157195571955725,9.9,-0.2,0.9628044280442758,11.9,-0.39999999999999997
631,Kiev,6,11,14.8,9.5,12.8,6.332269503546096,9.8,-0.1,8.467730496453905,-0.3000000000000007,12.9
632,Lvov,1,28,11.125000000000002,8.7,-2.5,7.475502008032128,9.5,-0.2,3.6494979919678734,-0.8000000000000007,-2.3
633,Lvov,8,9,10.91875,7.9,-2.7,6.577364864864873,9.9,-0.0,4.341385135135126,-2.0,-2.7
634,Marseille,9,5,12.763636363636362,9.4,10.7,14.60428015564203,9.9,-2.8,-1.8406437920056682,-0.5,13.5
635,Odesa,1,1,8.120000000000001,8.8,0.9,10.262962962962957,9.8,-0.1,-2.1429629629629563,-1.0,1.0
636,Odesa,4,30,9.05,9.2,-2.1,10.866544117647061,9.9,-0.1,-1.8165441176470605,-0.7000000000000011,-2.0
637,Odesa,5,19,11.0,7.5,1.0,9.846296296296302,9.8,-0.0,1.1537037037036981,-2.3000000000000007,1.0
638,Paris,8,24,13.657142857142858,9.8,17.1,10.346181818181812,9.9,-0.9,3.3109610389610467,-0.09999999999999964,18.0
639,Stockholm,12,26,6.793333333333334,8.4,-1.3,6.302996254681646,9.6,-0.1,0.4903370786516881,-1.1999999999999993,-1.2
640,Uppsala,1,24,1.6,7.8,-0.5,3.3141843971631215,9.9,-0.0,-1.7141843971631214,-2.1000000000000005,-0.5
641,Warsaw,4,13,9.277777777777779,8.0,-5.1,7.064478764478761,9.7,-0.0,2.213299013299017,-1.6999999999999993,-5.1
642,Wroclaw,10,31,5.918181818181818,8.1,-0.1,7.1358422939068165,9.9,-0.1,-1.2176604757249985,-1.8000000000000007,0.0
643,Wroclaw,11,23,13.6,14.7,12.5,6.827509293680292,9.8,-0.0,6.772490706319708,4.899999999999999,12.5
644,Wroclaw,12,30,7.599999999999999,7.7,-2.2,7.116776315789475,9.8,-0.0,0.48322368421052353,-2.1000000000000005,-2.2
645,Brasília,3,9,21.0,22.2,20.2,20.467816091954013,24.5,-2.8,0.5321839080459867,-2.3000000000000007,23.0
646,Brasília,8,19,21.9,23.6,20.2,20.877005347593588,24.6,-2.8,1.0229946524064104,-1.0,23.0
647,Brasília,9,12,21.933333333333334,22.5,21.4,20.605263157894743,25.2,-2.8,1.3280701754385902,-2.6999999999999993,24.2
648,Canoas,3,27,15.354545454545455,24.0,-2.8,16.897765363128492,24.9,-2.8,-1.543219908583037,-0.8999999999999986,0.0
649,Canoas,10,5,20.228571428571428,24.1,15.1,17.41896551724138,25.1,-2.8,2.809605911330049,-1.0,17.9
650,Cape Town,7,26,17.979999999999997,19.3,16.8,16.002666666666666,21.0,10.4,1.9773333333333305,-1.6999999999999993,6.4
651,Hamilton,4,9,15.966666666666669,18.3,11.6,13.634507042253528,9.9,10.1,2.3321596244131406,8.4,1.5
652,Hamilton,5,25,12.366666666666667,9.8,11.3,13.61941176470588,9.9,10.1,-1.2527450980392132,-0.09999999999999964,1.200000000000001
653,Hamilton,8,7,11.700000000000001,9.3,11.3,13.578666666666669,9.9,10.0,-1.8786666666666676,-0.5999999999999996,1.3000000000000007
654,Kherson,1,26,6.82142857142857,7.9,-2.5,8.999668874172185,9.9,-0.1,-2.178240302743615,-2.0,-2.4
655,Kherson,3,14,9.014285714285714,21.9,-0.4,9.311969111969105,9.8,-0.3,-0.29768339768339125,12.099999999999998,-0.10000000000000003
656,Kherson,6,2,6.277777777777778,5.1,-0.3,7.87032520325203,9.9,-0.1,-1.592547425474252,-4.800000000000001,-0.19999999999999998
657,Kherson,10,25,6.566666666666666,9.3,-2.8,8.739837398373986,9.9,-0.1,-2.1731707317073194,-0.5999999999999996,-2.6999999999999997
658,Kiev,1,21,11.284615384615384,6.4,-5.8,7.2031914893617,9.8,-0.4,4.081423895253684,-3.4000000000000004,-5.3999999999999995
659,Kiev,7,31,3.0625,7.0,-2.8,6.455284552845526,9.9,-0.0,-3.3927845528455256,-2.9000000000000004,-2.8
660,Kiev,9,16,7.333333333333333,21.1,-1.0,7.117712177121768,9.8,-0.3,0.21562115621156508,11.3,-0.7
661,Lvov,1,20,8.9,17.8,-2.8,7.475502008032128,9.5,-0.2,1.424497991967872,8.3,-2.5999999999999996
662,Lvov,9,13,6.02,8.1,-2.9,6.253846153846153,9.4,-0.0,-0.23384615384615337,-1.3000000000000007,-2.9
663,Lvov,9,20,4.428571428571429,7.3,-2.7,6.253846153846153,9.4,-0.0,-1.8252747252747241,-2.1000000000000005,-2.7
664,Marseille,7,28,16.029999999999998,9.3,10.1,15.225783972125436,9.9,-2.8,0.8042160278745616,-0.5999999999999996,12.899999999999999
665,Odesa,9,30,11.905882352941175,8.1,-2.8,10.165289256198351,9.6,-0.0,1.740593096742824,-1.5,-2.8
666,Paris,3,30,12.425000000000002,7.1,10.3,9.570758122743685,9.9,-0.1,2.8542418772563174,-2.8000000000000007,10.4
667,Stockholm,6,5,4.991666666666666,9.1,-1.4,6.631785714285718,9.7,-0.1,-1.6401190476190521,-0.5999999999999996,-1.2999999999999998
668,Stockholm,10,15,4.058333333333333,8.1,-0.2,5.822426470588242,9.9,-0.0,-1.7640931372549096,-1.8000000000000007,-0.2
669,Stockholm,12,15,2.533333333333333,6.5,-0.4,6.302996254681646,9.6,-0.1,-3.7696629213483126,-3.0999999999999996,-0.30000000000000004
670,Tottori,5,5,23.25,23.4,23.1,14.698787878787886,9.8,10.0,8.551212121212114,13.599999999999998,13.100000000000001
671,Uppsala,3,21,4.377777777777777,9.3,-0.1,3.441911764705881,9.9,-0.1,0.9358660130718963,-0.5999999999999996,0.0
672,Uppsala,8,26,3.3125,5.3,-0.6,3.915073529411765,9.9,-0.0,-0.6025735294117651,-4.6000000000000005,-0.6
673,Warsaw,1,3,11.74,6.2,1.9,6.611578947368425,9.9,-0.1,5.128421052631575,-3.7,2.0
674,Warsaw,1,10,8.972727272727273,9.9,1.1,6.611578947368425,9.9,-0.1,2.3611483253588474,0.0,1.2000000000000002
675,Warsaw,2,27,5.55,17.5,-2.8,7.466798418972326,9.6,-0.3,-1.9167984189723262,7.9,-2.5
676,Warsaw,5,5,3.888888888888889,3.3,-2.8,7.501509433962269,9.6,-0.1,-3.6126205450733804,-6.3,-2.6999999999999997
677,Warsaw,5,31,9.4,5.6,-1.6,7.501509433962269,9.6,-0.1,1.8984905660377311,-4.0,-1.5
678,Warsaw,10,17,9.75,16.8,-7.8,7.921428571428572,9.7,-0.2,1.8285714285714283,7.100000000000001,-7.6
679,Wroclaw,8,15,4.333333333333333,6.4,-0.6,6.707630522088352,9.8,-0.0,-2.374297188755019,-3.4000000000000004,-0.6
680,Wroclaw,11,29,6.289999999999999,9.0,-0.5,6.827509293680292,9.8,-0.0,-0.5375092936802925,-0.8000000000000007,-0.5
681,Auckland,4,14,15.585714285714287,19.3,12.4,15.211801242236021,9.9,10.6,0.37391304347826626,9.4,1.8000000000000007
682,Auckland,4,27,13.8,13.8,13.8,15.211801242236021,9.9,10.6,-1.4118012422360202,3.9000000000000004,3.200000000000001
683,Brasília,2,27,16.66,22.8,-2.8,20.839634146341464,24.2,-2.8,-4.1796341463414635,-1.3999999999999986,0.0
684,Brasília,4,6,21.828571428571426,22.7,20.5,20.80320855614972,24.7,-2.8,1.0253628724217059,-2.0,23.3
685,Brasília,12,25,21.433333333333337,23.3,18.9,21.121546961325976,25.8,-2.8,0.3117863720073615,-2.5,21.7
686,Canoas,4,23,18.47142857142857,24.1,14.1,17.463793103448282,24.8,-2.8,1.0076354679802897,-0.6999999999999993,16.9
687,Canoas,11,15,16.000000000000004,23.8,-2.8,17.389847715736042,25.9,-2.8,-1.389847715736039,-2.099999999999998,0.0
688,Cape Town,8,7,14.522222222222224,18.8,11.1,15.97183908045978,21.5,-2.8,-1.4496168582375564,-2.6999999999999993,13.899999999999999
689,Cape Town,11,3,15.5,19.6,12.4,16.020143884892082,21.6,-2.8,-0.5201438848920823,-2.0,15.2
690,Hamilton,3,6,16.020000000000003,18.9,12.9,13.682500000000005,9.9,10.1,2.3374999999999986,8.999999999999998,2.8000000000000007
691,Johannesburg,4,14,18.45,18.7,18.2,14.767999999999997,9.7,-2.8,3.682000000000002,9.0,21.0
692,Johannesburg,5,6,15.425,18.0,11.5,15.110967741935486,9.6,-2.8,0.31403225806451474,8.4,14.3
693,Johannesburg,5,26,16.9,19.6,11.2,15.110967741935486,9.6,-2.8,1.7890322580645126,10.000000000000002,14.0
694,Kherson,12,16,10.575000000000001,8.2,-1.9,8.244696969696967,9.9,-0.1,2.3303030303030337,-1.700000000000001,-1.7999999999999998
695,Kiev,6,8,3.538461538461538,7.6,-0.7,6.332269503546096,9.8,-0.1,-2.7938079650845578,-2.200000000000001,-0.6
696,Kiev,7,15,9.65,6.7,-2.8,6.455284552845526,9.9,-0.0,3.1947154471544748,-3.2,-2.8
697,Kiev,11,1,4.533333333333333,18.5,-2.4,6.582329317269079,9.8,-0.1,-2.048995983935746,8.7,-2.3
698,Lvov,6,4,7.925,2.5,-2.8,7.825941422594143,9.6,-0.0,0.09905857740585677,-7.1,-2.8
699,Lvov,8,13,10.233333333333334,5.6,-2.8,6.577364864864873,9.9,-0.0,3.655968468468461,-4.300000000000001,-2.8
700,Lvov,9,22,2.1,2.4,-2.6,6.253846153846153,9.4,-0.0,-4.153846153846153,-7.0,-2.6
701,Lvov,11,28,10.866666666666667,2.2,12.0,7.134163701067614,9.9,-0.0,3.7325029655990534,-7.7,12.0
702,Marseille,10,27,11.433333333333332,22.2,-2.8,14.868525896414337,9.9,-2.8,-3.4351925630810047,12.299999999999999,0.0
703,Marseille,11,22,15.54166666666667,8.8,10.6,14.817695473251026,9.9,-2.8,0.7239711934156432,-1.0999999999999996,13.399999999999999
704,Odesa,2,11,15.354545454545457,7.6,0.8,10.500000000000002,9.9,-0.3,4.854545454545455,-2.3000000000000007,1.1
705,Odesa,2,16,13.088888888888889,21.2,-2.5,10.500000000000002,9.9,-0.3,2.588888888888887,11.299999999999999,-2.2
706,Odesa,10,23,8.066666666666666,8.5,-4.3,10.85805243445693,9.8,-0.0,-2.7913857677902634,-1.3000000000000007,-4.3
707,Odesa,11,16,8.69,8.0,-4.0,10.330364372469624,9.9,-0.3,-1.6403643724696249,-1.9000000000000004,-3.7
708,Odesa,12,26,10.959999999999997,9.8,-3.0,10.56457564575645,9.9,-0.1,0.3954243542435467,-0.09999999999999964,-2.9
709,Paris,3,2,6.845454545454545,9.9,-2.8,9.570758122743685,9.9,-0.1,-2.7253035772891403,0.0,-2.6999999999999997
710,Paris,4,23,12.333333333333334,6.4,11.5,10.618631178707217,9.8,-0.9,1.7147021546261172,-3.4000000000000004,12.4
711,Paris,7,7,12.55,8.9,17.1,9.645054945054943,9.8,-0.1,2.904945054945058,-0.9000000000000004,17.200000000000003
712,Tottori,4,7,13.133333333333335,5.5,17.3,14.348235294117636,9.8,1.3,-1.2149019607843012,-4.300000000000001,16.0
713,Tottori,8,11,15.899999999999999,5.6,26.2,14.964606741573032,9.6,1.3,0.9353932584269664,-4.0,24.9
714,Tottori,9,13,14.649999999999999,6.6,21.2,14.647999999999998,9.9,1.4,0.002000000000000668,-3.3000000000000007,19.8
715,Tottori,12,2,21.233333333333334,26.5,11.1,14.370760233918125,9.5,1.5,6.86257309941521,17.0,9.6
716,Uppsala,1,9,6.672727272727273,17.6,-0.9,3.3141843971631215,9.9,-0.0,3.3585428755641513,7.700000000000001,-0.9
717,Uppsala,4,23,2.9052631578947374,5.2,-12.4,4.218315018315017,9.9,-0.0,-1.3130518604202792,-4.7,-12.4
718,Uppsala,8,25,4.825,6.1,-0.2,3.915073529411765,9.9,-0.0,0.9099264705882351,-3.8000000000000007,-0.2
719,Uppsala,11,27,7.916666666666667,9.6,-3.5,4.648249027237351,9.9,-0.1,3.268417639429316,-0.3000000000000007,-3.4
720,Warsaw,1,23,8.072727272727274,9.9,-1.8,6.611578947368425,9.9,-0.1,1.4611483253588489,0.0,-1.7
721,Wroclaw,2,28,9.1,7.8,-0.3,7.979032258064512,9.8,-0.1,1.1209677419354875,-2.000000000000001,-0.19999999999999998
722,Wroclaw,11,30,9.799999999999999,8.9,0.1,6.827509293680292,9.8,-0.0,2.9724907063197072,-0.9000000000000004,0.1
723,Auckland,1,29,15.287500000000001,18.6,12.4,15.087272727272724,21.7,-2.8,0.20022727272727714,-3.099999999999998,15.2
724,Auckland,2,18,14.233333333333334,15.0,13.3,14.974305555555556,20.4,10.9,-0.7409722222222221,-5.399999999999999,2.4000000000000004
725,Brasília,4,14,22.383333333333336,23.1,21.7,20.80320855614972,24.7,-2.8,1.5801247771836167,-1.5999999999999979,24.5
726,Canoas,1,16,17.383333333333333,21.9,15.1,17.237426900584794,24.7,-2.8,0.14590643274853932,-2.8000000000000007,17.9
727,Canoas,5,26,16.025,20.8,12.1,17.315642458100548,24.7,-2.8,-1.2906424581005496,-3.8999999999999986,14.899999999999999
728,Canoas,11,5,17.75,20.4,14.6,17.389847715736042,25.9,-2.8,0.3601522842639575,-5.5,17.4
729,Cape Town,4,8,17.071428571428573,19.7,12.8,16.27375,21.5,11.0,0.7976785714285732,-1.8000000000000007,1.8000000000000007
730,Cape Town,4,27,19.225,21.5,16.7,16.27375,21.5,11.0,2.9512500000000017,0.0,5.699999999999999
731,Cape Town,9,19,16.666666666666668,19.7,14.3,15.855862068965516,22.1,-2.8,0.8108045977011518,-2.400000000000002,17.1
732,Hamilton,1,26,12.524999999999999,9.4,11.5,13.675824175824168,9.8,-2.8,-1.1508241758241695,-0.40000000000000036,14.3
733,Hamilton,6,3,12.033333333333331,9.9,16.7,13.955921052631577,9.9,10.0,-1.922587719298246,0.0,6.699999999999999
734,Hamilton,7,4,15.775000000000002,17.6,11.3,13.776027397260277,9.9,10.0,1.998972602739725,7.700000000000001,1.3000000000000007
735,Johannesburg,1,27,15.216666666666667,9.5,11.0,14.73051948051949,9.7,10.1,0.48614718614717667,-0.1999999999999993,0.9000000000000004
736,Johannesburg,2,2,14.933333333333332,18.9,10.8,14.737654320987666,9.9,10.0,0.19567901234566598,8.999999999999998,0.8000000000000007
737,Kherson,2,20,6.9,9.3,-2.2,8.518149466192167,9.8,-0.7,-1.6181494661921665,-0.5,-1.5000000000000002
738,Kherson,5,10,10.191666666666666,7.7,-0.9,8.737209302325576,9.9,-0.0,1.4544573643410903,-2.2,-0.9
739,Kherson,10,2,9.730769230769234,8.7,-1.0,8.739837398373986,9.9,-0.1,0.9909318323952476,-1.200000000000001,-0.9
740,Kherson,11,29,9.64,6.9,-0.2,9.157195571955725,9.9,-0.2,0.48280442804427537,-3.0,0.0
741,Kiev,1,3,7.687499999999999,4.8,-5.8,7.2031914893617,9.8,-0.4,0.48430851063829916,-5.000000000000001,-5.3999999999999995
742,Kiev,5,3,11.233333333333333,20.8,-4.4,6.854545454545455,9.5,-0.1,4.378787878787877,11.3,-4.300000000000001
743,Lvov,1,25,6.425,2.5,-1.1,7.475502008032128,9.5,-0.2,-1.0505020080321286,-7.0,-0.9000000000000001
744,Lvov,10,6,6.285714285714286,8.4,-3.3,7.644747081712063,9.9,-0.4,-1.359032795997777,-1.5,-2.9
745,Marseille,9,1,15.011111111111113,22.2,-2.8,14.60428015564203,9.9,-2.8,0.40683095546908277,12.299999999999999,0.0
746,Marseille,9,27,16.683333333333334,23.6,12.7,14.60428015564203,9.9,-2.8,2.0790531776913035,13.700000000000001,15.5
747,Marseille,11,27,13.6,8.7,10.7,14.817695473251026,9.9,-2.8,-1.2176954732510268,-1.200000000000001,13.5
748,Odesa,4,20,10.442857142857141,8.1,10.0,10.866544117647061,9.9,-0.1,-0.4236869747899199,-1.8000000000000007,10.1
749,Paris,4,5,10.644444444444446,7.8,-1.2,10.618631178707217,9.8,-0.9,0.025813265737228974,-2.000000000000001,-0.29999999999999993
750,Paris,4,13,12.533333333333335,8.8,11.2,10.618631178707217,9.8,-0.9,1.9147021546261183,-1.0,12.1
751,Paris,10,19,10.311111111111112,6.4,-2.8,10.187450980392152,9.9,-0.1,0.1236601307189602,-3.5,-2.6999999999999997
752,Stockholm,3,12,12.6875,2.3,11.7,6.1192857142857155,9.7,-0.1,6.5682142857142845,-7.3999999999999995,11.799999999999999
753,Tottori,2,8,19.96,26.2,12.3,15.951851851851856,8.3,10.0,4.008148148148145,17.9,2.3000000000000007
754,Tottori,12,24,13.250000000000002,7.9,17.3,14.370760233918125,9.5,1.5,-1.1207602339181229,-1.5999999999999996,15.8
755,Uppsala,6,26,3.957142857142857,7.6,-1.2,3.3198412698412705,9.9,-0.2,0.6373015873015864,-2.3000000000000007,-1.0
756,Warsaw,9,26,2.5571428571428574,8.9,-1.6,7.808750000000005,9.8,-0.0,-5.251607142857148,-0.9000000000000004,-1.6
757,Warsaw,10,20,7.9624999999999995,5.2,-3.4,7.921428571428572,9.7,-0.2,0.04107142857142776,-4.499999999999999,-3.1999999999999997
758,Wroclaw,8,16,3.7624999999999997,9.8,-2.1,6.707630522088352,9.8,-0.0,-2.9451305220883524,0.0,-2.1
759,Auckland,1,1,16.54,19.5,10.9,15.087272727272724,21.7,-2.8,1.4527272727272749,-2.1999999999999993,13.7
760,Auckland,1,31,15.6,20.0,11.6,15.087272727272724,21.7,-2.8,0.5127272727272754,-1.6999999999999993,14.399999999999999
761,Auckland,4,17,16.362499999999997,20.3,11.2,15.211801242236021,9.9,10.6,1.1506987577639762,10.4,0.5999999999999996
762,Auckland,4,18,15.799999999999997,19.6,11.1,15.211801242236021,9.9,10.6,0.5881987577639762,9.700000000000001,0.5
763,Brasília,10,8,20.400000000000002,21.6,19.1,20.99354838709677,24.0,-2.8,-0.5935483870967673,-2.3999999999999986,21.900000000000002
764,Brasília,12,18,22.549999999999997,22.9,22.2,21.121546961325976,25.8,-2.8,1.4284530386740215,-2.900000000000002,25.0
765,Canoas,1,11,18.475,24.0,10.6,17.237426900584794,24.7,-2.8,1.2375730994152079,-0.6999999999999993,13.399999999999999
766,Hamilton,8,14,13.857142857142858,9.5,12.9,13.578666666666669,9.9,10.0,0.278476190476189,-0.40000000000000036,2.9000000000000004
767,Johannesburg,9,5,16.25,19.6,11.6,15.412413793103436,9.4,10.4,0.8375862068965638,10.200000000000001,1.1999999999999993
768,Kherson,3,7,12.65,4.6,13.5,9.311969111969105,9.8,-0.3,3.338030888030895,-5.200000000000001,13.8
769,Kherson,9,17,7.5375,4.5,-0.5,8.23309608540925,9.8,-0.2,-0.6955960854092496,-5.300000000000001,-0.3
770,Kherson,9,18,12.854545454545455,9.6,-3.1,8.23309608540925,9.8,-0.2,4.621449369136206,-0.20000000000000107,-2.9
771,Kiev,6,26,12.11,7.2,-6.1,6.332269503546096,9.8,-0.1,5.777730496453904,-2.6000000000000005,-6.0
772,Kiev,9,29,7.2749999999999995,9.6,-5.2,7.117712177121768,9.8,-0.3,0.1572878228782315,-0.20000000000000107,-4.9
773,Kiev,11,8,0.9000000000000001,8.7,-1.0,6.582329317269079,9.8,-0.1,-5.682329317269079,-1.1000000000000014,-0.9
774,Kiev,11,23,8.95,5.2,-2.5,6.582329317269079,9.8,-0.1,2.36767068273092,-4.6000000000000005,-2.4
775,Lvov,1,23,7.945454545454546,9.2,-2.2,7.475502008032128,9.5,-0.2,0.4699525374224178,-0.3000000000000007,-2.0
776,Lvov,2,11,4.21111111111111,8.2,-1.0,6.717307692307695,9.9,-0.3,-2.5061965811965843,-1.700000000000001,-0.7
777,Lvov,4,11,5.34,9.7,-2.2,7.037414965986391,9.8,-0.2,-1.6974149659863915,-0.10000000000000142,-2.0
778,Lvov,7,6,8.273333333333332,18.5,-0.9,6.196885813148788,9.9,-0.1,2.0764475201845434,8.6,-0.8
779,Lvov,7,17,7.833333333333333,9.6,-3.9,6.196885813148788,9.9,-0.1,1.6364475201845448,-0.3000000000000007,-3.8
780,Lvov,7,20,4.528571428571428,9.6,-0.5,6.196885813148788,9.9,-0.1,-1.6683143845773607,-0.3000000000000007,-0.4
781,Marseille,5,8,17.107692307692307,21.6,10.9,15.134782608695655,9.9,-2.8,1.9729096989966521,11.700000000000001,13.7
782,Marseille,10,13,14.8,8.5,11.5,14.868525896414337,9.9,-2.8,-0.06852589641433582,-1.4000000000000004,14.3
783,Odesa,6,6,13.509090909090911,9.7,0.1,10.268551236749119,9.8,-0.2,3.240539672341793,-0.10000000000000142,0.30000000000000004
784,Paris,9,2,9.56,8.5,12.1,10.034732824427476,9.9,-0.8,-0.4747328244274751,-1.4000000000000004,12.9
785,Paris,11,13,6.783333333333332,8.2,10.4,10.086142322097373,9.8,-0.1,-3.302808988764041,-1.6000000000000014,10.5
786,Stockholm,7,10,6.571428571428571,8.8,-0.5,6.282101167315175,9.5,-0.1,0.2893274041133962,-0.6999999999999993,-0.4
787,Tokyo,4,19,16.5,26.3,1.9,13.213690476190473,9.8,-0.4,3.2863095238095266,16.5,2.3
788,Tokyo,6,21,8.783333333333333,8.8,24.9,12.282738095238095,9.9,-0.0,-3.4994047619047617,-1.0999999999999996,24.9
789,Tokyo,9,12,10.111111111111109,6.6,-0.5,12.004102564102572,9.9,-0.2,-1.8929914529914633,-3.3000000000000007,-0.3
790,Tottori,2,11,18.02857142857143,3.7,12.6,15.951851851851856,8.3,10.0,2.0767195767195723,-4.6000000000000005,2.5999999999999996
791,Tottori,8,1,15.2,8.8,17.1,14.964606741573032,9.6,1.3,0.23539325842696712,-0.7999999999999989,15.8
